file_name,table
Dev_Sales.Tsv,orders
product_list.parquet,products
ORDERS_20240115.XLSX,orders
export_2024.csv,customers
pROdUCt_cATAlOG.tsV,products
Roster.Dat,employees
Roster.TXt,employees
pAyMeNT_dAtA.cSV,transactions
emPlOYee_MasTer.PaRQuet,employees
TrANSActiONS_2024.paRqueT,transactions
DaTA.tXT,products
FINANCIAL_REPORT.CSV,transactions
Dev_Crm_Export.Parquet,customers
Data.Xlsx,customers
orDERS.paRqUeT,orders
CUSTOMERS_20240115.TSV,customers
Employees_Jan_2024.Parquet,employees
product_list.xlsx,products
staging_billing_data.tsv,transactions
product_catalog.csv,products
combined_transactions_customers.csv,transactions
crm_export.csv,customers
customers.parquet,customers
data.xlsx,customers
CATALOG_2024.CSV,products
CUSTOMER_LIST_BACKUP.XLSX,customers
TRANSACTIONS_JAN_2024.CSV,transactions
DATA.CSV,transactions
PAYMENTS.XLSX,transactions
CUSTOMER_LIST_FINAL.TXT,customers
accounts.xlsx,customers
Personnel.Parquet,employees
products_20240115.csv,products
PERSONNEL.XLSX,employees
STAff.CsV,employees
PRODUCT_DATA.CSV,products
Employee_Data.Csv,employees
ORDER_EXPORT_V1.XLSX,orders
MASTER_FILE.CSV,customers
paymEnT_Log.Txt,transactions
report.xlsx,customers
DATa.xLsX,products
employee_master.csv,employees
Report.Csv,customers
EXPORT_20240115.TXT,orders
customer_master.txt,customers
Contact_List.Parquet,customers
fiNaNcIAL_REPORT.DAT,transactions
EmPloyeeS.tXT,employees
product_data.parquet,products
Financial_Transactions.Xlsx,transactions
purchAse_HISTOrY.tSV,orders
transactions_products.xlsx,products
customers.csv,customers
CRM_EXPORT.CSV,customers
STAFF_LIST.TSV,employees
combined_employees_transactions.csv,employees
iTem_maSteR.PArqUet,products
pRodUcT_CAtAloG.Csv,products
transactions.parquet,transactions
Export_2024.Csv,customers
pRoduct_cAtAloG.xlsx,products
coNtACT_LIst.tSV,customers
RAW_BILLING_DATA.PARQUET,transactions
transactions_employees_report.csv,transactions
Report.Txt,orders
CATALOG_Q1.TXT,products
sales.tsv,orders
sales_report.csv,orders
PRODUCTS.TXT,products
MASTER_FILE.DAT,customers
PRODUCT_CATALOG.PARQUET,products
payment_transactions.txt,transactions
tEAm_rOsTER.paRQueT,employees
fInaNciaL_Report.XLsX,transactions
CUSTOMER_DATA.TXT,customers
payroll_data.parquet,employees
MASTER_FILE.XLSX,customers
Employees_Jan_2024.Xlsx,employees
Employee_Roster.Tsv,employees
product_data.tsv,products
EMPLOYEE_DATA.PARQUET,employees
Order_Details.Txt,orders
TRANSACtIOn_Data.XLsx,transactions
transaction_log.csv,transactions
master.txt,products
employee_data.csv,employees
pRoDUCts_20240115.parquet,products
customers.txt,customers
employees_with_products.xlsx,products
employees.parquet,employees
Transactions.Tsv,transactions
EMPLOYEE_ROSTER.CSV,employees
PRODUCT_DATA.XLSX,products
prod_catalog.parquet,products
Financial_Report.Dat,transactions
sTAGInG_puRcHase_HiStorY.tSv,orders
transaction_log.csv,transactions
eMPLOyEES.tXT,employees
RAW_INVOICE_DATA.TSV,orders
payroll_data.parquet,employees
CUSTOMER_DATA.PARQUET,customers
master_file.xlsx,customers
Customer_List_Backup.Xlsx,customers
hr_ExPORt.csv,employees
payroll_data.xlsx,employees
transactions_with_products.csv,products
payment_log.csv,transactions
OrDer_Export_V2.tSV,orders
billing_data.xlsx,transactions
order_data.parquet,orders
customer_master.tsv,customers
employees_with_products.xlsx,products
expoRT_Q1.txt,customers
combined_orders_customers.xlsx,orders
TRANSacTioN_LOg.Csv,transactions
employees.parquet,employees
financial_transactions.parquet,transactions
iTEMs.TSv,products
Report.Xlsx,orders
staging_contact_list.parquet,customers
CuStOmeRS.tXT,customers
combined_products_orders.csv,products
products_with_employees.csv,employees
Raw_Payment_Data.Csv,transactions
Staging_Customers.Tsv,customers
SALES.cSV,orders
contact_list.tsv,customers
financial_report.csv,transactions
TraNSAcTIOn_lOG.txT,transactions
database_dump.csv,customers
PAYMENT_LOG.XLSX,transactions
employees_customers.csv,customers
PRodUCTS_2024_01.TXT,products
products_with_employees.csv,employees
iNvOICe_DATa.Tsv,orders
payment_history.xlsx,transactions
paYMENt_HIsTory.xlSx,transactions
data.dat,orders
orders_customers_report.xlsx,orders
crm_export.csv,customers
Employee_Data.Csv,employees
employees_with_customers.xlsx,customers
Products_2023.Xlsx,products
orders_products.xlsx,products
combined_customers_orders.xlsx,customers
EXPORT_20240115.CSV,orders
orders.txt,orders
RAw_cusToMErs.CSV,customers
dAta.csv,orders
RepORt.CsV,customers
EMPLOYEE_MASTER.CSV,employees
CUSTOMER_EXPORT.PARQUET,customers
Payment_Transactions.Csv,transactions
products_with_employees.xlsx,employees
Customer_Export.Xlsx,customers
customers_products.csv,products
clients.tsv,customers
TRANSACTIONS_JAN_2024.TXT,transactions
prod_payments.csv,transactions
CUSTOMER_EXPORT.CSV,customers
TRANSACTIONS_Q1_2024.CSV,transactions
employee_master.csv,employees
sku_list.parquet,products
Team_Roster.Csv,employees
products_with_customers.csv,customers
Raw_Purchases.Csv,orders
STAFF.TSV,employees
hr_data.parquet,employees
Accounts.Csv,customers
customers_with_products.csv,products
database_dump.txt,customers
eXPoRT_2024.CSV,orders
EMPLOYEE_ROSTER.PARQUET,employees
employees.xlsx,employees
CUSTOMERS.PARQUET,customers
Payments.Tsv,transactions
DataBASe_DUmP.Dat,customers
eMPlOyeE_rOStEr.cSV,employees
Master_File.Xlsx,customers
Transactions.Csv,transactions
Dev_Payments.Xlsx,transactions
CATaLog_20240115.CSV,products
transactions_customers.csv,customers
PURCHASES.PARQUET,orders
PAYMENT_HISTORY.TSV,transactions
cATALog_Jan.Txt,products
hr_data.xlsx,employees
TRaNSActiOn_DaTa.XLSX,transactions
staging_financial_transactions.tsv,transactions
EMPLOYEE_ROSTER.TXT,employees
Inventory.Parquet,products
Raw_Payment_Data.Csv,transactions
transactions_with_employees.csv,employees
ORDeR_DeTaIlS.XLsX,orders
PROduCts_20240115.Txt,products
combined_customers_transactions.csv,customers
products_orders_report.csv,products
PRoDUCT_mastEr.Tsv,products
Product_Data.Csv,products
billiNG_DatA.paRQuet,transactions
TEAM_ROSTER.PARQUET,employees
orders_q1_2024.tsv,orders
customers.csv,customers
clients.tsv,customers
oRdeR_HIstoRy.XLSX,orders
Employee_Master.Tsv,employees
transactions_with_employees.csv,employees
EMPLOYEE_ROSTER.CSV,employees
Sales_Report.Csv,orders
financial_report.xlsx,transactions
PROducts_2023.XLsX,products
order_data.csv,orders
payment_data.tsv,transactions
Payments.Parquet,transactions
sales_orders.txt,orders
CATALOG_2024.CSV,products
products_customers.csv,customers
contact_list.xlsx,customers
Transactions_2024.Csv,transactions
roster.txt,employees
employee_roster.tsv,employees
customers.tsv,customers
SaLES.pARquET,orders
invoice_data.xlsx,orders
data.dat,employees
raw_contact_list.tsv,customers
raw_sales_data.parquet,orders
RAW_TRANSACTIONS_REPORT.PARQUET,orders
accounts.xlsx,customers
staff_list.txt,employees
Employee_Data.Tsv,employees
prod_purchase_history.tsv,orders
Dev_Workforce.Tsv,employees
employees_20240115.csv,employees
combined_products_customers.xlsx,products
CLIENTS.XLSX,customers
TraNsACtIon_LOG.Csv,transactions
Product_Master.Tsv,products
employee_master.tsv,employees
EXpoRt_20240115.dAT,orders
transaction_log.tsv,transactions
ACCOUNTS.CSV,customers
ORDER_DETAILS.XLSX,orders
employees_customers_report.csv,employees
HR_DATA.XLSX,employees
sales_report.txt,orders
PAYMENT_LOG.TXT,transactions
combined_products_orders.csv,products
order_data.csv,orders
trAnSaCTiON_daTA.CsV,transactions
dev_inventory.xlsx,products
pRodUcT_cAtALoG.csV,products
report.dat,customers
employee_data.csv,employees
member_list.csv,customers
customers_orders.xlsx,orders
products_orders.csv,orders
TRANSACTIONS.CSV,transactions
PAYMENT_TRANSACTIONS.XLSX,transactions
product_catalog.txt,products
staging_customers.xlsx,customers
orders_customers.csv,customers
customers_transactions.xlsx,transactions
product_list.parquet,products
TRANSACTIONS.TXT,transactions
employee_roster.txt,employees
Customer_Master.Parquet,customers
DeV_sTOck_DaTA.XLSx,products
prOdUCt_MAStEr.csV,products
financial_report.csv,transactions
products.parquet,products
data.txt,employees
stAFf_LisT.Txt,employees
MASTer_fIle.TXT,customers
STAFF.CSV,employees
eMplOYEEs_q1_2024.PaRQuEt,employees
orders_q1_2024.tsv,orders
employees_orders_report.csv,employees
items.tsv,products
Employees_2024_01.Tsv,employees
ORDER_HISTORY.CSV,orders
STAGING_MERCHANDISE.CSV,products
combined_products_transactions.xlsx,products
employee_master.txt,employees
product_master.xlsx,products
TRAnsAcTions.TSV,transactions
transactions_with_orders.xlsx,orders
order_export_final.parquet,orders
ORDER_EXPORT_LATEST.TSV,orders
transaction_log.tsv,transactions
ORDER_DATA.CSV,orders
personnel.tsv,employees
Financial_Report.Dat,transactions
product_catalog.parquet,products
rOstER.tXT,employees
Employee_Data.Tsv,employees
prod_catalog.xlsx,products
payment_log.txt,transactions
proDuCtS.csV,products
billiNG_Data.paRqUeT,transactions
employees_jan_2024.parquet,employees
products_2023.parquet,products
PRODUCT_CATALOG.TSV,products
PRODUCT_CATALOG.TSV,products
staff.tsv,employees
transactions_employees.xlsx,employees
employees_with_transactions.xlsx,transactions
transactions.parquet,transactions
EMPLOYEE_ROSTER.CSV,employees
rOster.Txt,employees
Sales.Tsv,orders
stock_data.tsv,products
Data.Dat,orders
database_dump.csv,customers
Customer_Export.Tsv,customers
customers_with_transactions.xlsx,transactions
financial_transactions.parquet,transactions
PROD_WORKFORCE.XLSX,employees
transactions.txt,transactions
transactions_orders.csv,orders
order_history.csv,orders
proDUct_LisT.XlSx,products
export_q1.xlsx,customers
pRoDuCt_liSt.paRQueT,products
data.txt,orders
INVENTORY.TSV,products
Sales.Parquet,orders
ORDER_EXPORT_BACKUP.TSV,orders
pAYmEnT_DATA.cSV,transactions
PROdUCt_catalog.PArQUET,products
transactions.parquet,transactions
Prod_Inventory.Tsv,products
combined_orders_customers.xlsx,orders
DATA.CSV,transactions
transactions.txt,transactions
master.dat,products
TRANSACTION_DATA.CSV,transactions
DATA.DAT,employees
orders_customers_report.csv,orders
STAFF_LIST.PARQUET,employees
CUStOMeR_ExPORT.paRQuEt,customers
eMplOyEe_dAtA.XLSX,employees
ROSTER.TXT,employees
workforce.tsv,employees
combined_orders_products.xlsx,orders
OrDEr_DetAILS.XLsX,orders
catalog_20240115.dat,products
tRANsaCTIOns_2024.XLsx,transactions
TRANSACTION_LOG.CSV,transactions
payment_transactions.tsv,transactions
REPORT.XLSX,orders
data.csv,employees
eXport_20240115.dAt,orders
DATABASE_DUMP.XLSX,customers
transaction_log.parquet,transactions
CUSTOMER_MASTER.TSV,customers
employee_master.txt,employees
catalog_2024.xlsx,products
dEV_cONtaCT_lisT.TSV,customers
Customer_Data.Xlsx,customers
sku_list.parquet,products
ordeR_DetaILS.TXT,orders
roster.txt,employees
Employee_Data.Xlsx,employees
SaLes_repoRt.tXT,orders
Crm_Export.Tsv,customers
data.xlsx,customers
Employee_Data.Tsv,employees
UsEr_DatA.cSV,customers
orders_2024_01.csv,orders
oRdeR_dATa.xlsx,orders
transactions.parquet,transactions
FINANCIAL_TRANSACTIONS.CSV,transactions
product_catalog.parquet,products
master.csv,products
items.tsv,products
transactions.txt,transactions
Order_History.Xlsx,orders
combined_products_employees.xlsx,products
raw_customers.csv,customers
products_with_orders.xlsx,orders
Financial_Report.Dat,transactions
product_list.txt,products
Catalog_Jan.Xlsx,products
orders_employees_report.csv,orders
customers.txt,customers
prod_payments.xlsx,transactions
customers_products_report.csv,customers
PROdUcT_dAtA.txt,products
PAYMENT_HISTORY.PARQUET,transactions
employees_transactions_report.csv,employees
Payment_Transactions.Txt,transactions
customer_list_v2.parquet,customers
Staging_Customers.Csv,customers
DATA.TXT,transactions
hr_export.dat,employees
customer_list_latest.xlsx,customers
hr_export.csv,employees
User_Data.Xlsx,customers
DATA.XLSX,employees
financial_report.csv,transactions
TRANSACTION_LOG.PARQUET,transactions
staff_list.tsv,employees
raw_items.tsv,products
INVEntORY.csv,products
RAw_CusTOmERS.xLsx,customers
Product_List.Txt,products
Order_Details.Tsv,orders
data.dat,orders
payment_log.xlsx,transactions
employees.xlsx,employees
products_with_employees.xlsx,employees
Client_Database.Parquet,customers
roster.dat,employees
products.tsv,products
TRANSACTION_DATA.TXT,transactions
Employee_Data.Txt,employees
Order_Export_Backup.Parquet,orders
customers.parquet,customers
EMplOYEE_rOSTEr.TSV,employees
prod_subscriber_data.csv,customers
dev_invoice_data.xlsx,orders
orders_products_report.xlsx,orders
combined_orders_employees.xlsx,orders
Contact_List.Csv,customers
Financial_Report.Txt,transactions
product_data.txt,products
TEAM_ROSTER.PARQUET,employees
transaction_log.xlsx,transactions
HR_EXPORT.CSV,employees
transactions_orders_report.xlsx,transactions
accOunTs.cSV,customers
STAGING_HR_DATA.PARQUET,employees
transactions.tsv,transactions
master.dat,products
User_Data.Tsv,customers
sales_report.csv,orders
Payment_History.Xlsx,transactions
Payments.Csv,transactions
RoSTer.Dat,employees
raw_merchandise.tsv,products
DATA.CSV,products
pUrchAsE_hiStory.xLsx,orders
customers_with_products.csv,products
STAFF_LIST.TXT,employees
PRODUCTS_2024.TXT,products
employee_roster.xlsx,employees
dATa.TxT,transactions
products.tsv,products
RAW_ITEMS.XLSX,products
orders_with_customers.csv,customers
CATALOG_Q1.TXT,products
Report.Csv,orders
TraNSacTionS.Txt,transactions
traNsactions_2023.txT,transactions
CUsTomEr_dATa.XLSX,customers
products.txt,products
Master_File.Dat,customers
hr_export.dat,employees
combined_customers_transactions.csv,customers
sales_orders.xlsx,orders
Hr_Data.Parquet,employees
PAYMENT_TRANSACTIONS.TXT,transactions
customer_data.txt,customers
Order_Export_Final.Parquet,orders
RAw_CUStOmeRS.Tsv,customers
Payment_History.Tsv,transactions
master.csv,products
Personnel.Csv,employees
CUStomeR_expORt.tXt,customers
Product_Master.Xlsx,products
database_dump.txt,customers
staging_client_database.tsv,customers
products_with_customers.xlsx,customers
PRODuCts.cSV,products
ROSTER.DAT,employees
transaction_log.txt,transactions
Products.Tsv,products
combined_orders_customers.csv,orders
inventory.parquet,products
STAGinG_CUSToMerS.parQuEt,customers
personnel.parquet,employees
ORDER_HISTORY.TSV,orders
user_data.csv,customers
data.csv,products
pERSOnNel.XLsx,employees
products_transactions_report.csv,products
Product_Catalog.Txt,products
master.txt,products
combined_employees_transactions.csv,employees
customers_transactions_report.csv,customers
BILLING_DATA.TSV,transactions
catalog_jan.csv,products
raw_customers.txt,customers
member_list.parquet,customers
staging_sales_data.xlsx,orders
products_orders_report.xlsx,products
customer_data.xlsx,customers
Catalog_Q1.Csv,products
HR_DATA.XLSX,employees
export_20240115.xlsx,customers
customers_products_report.xlsx,customers
Data.XlSx,customers
RAW_CRM_EXPORT.XLSX,customers
product_catalog.csv,products
TRANSACTION_LOG.PARQUET,transactions
SToCk_dATa.CSv,products
transaction_data.txt,transactions
data.txt,customers
catalog_2024.dat,products
transaction_data.xlsx,transactions
orders_with_employees.csv,employees
team_roster.xlsx,employees
CATaloG_jAN.xlSx,products
client_database.xlsx,customers
combined_transactions_products.csv,transactions
catalog_jan.csv,products
TRansaCTIoN_dATA.xLsx,transactions
crm_export.xlsx,customers
sales_report.csv,orders
ItEM_masTEr.XLSx,products
combined_products_employees.xlsx,products
contact_list.csv,customers
transactions_employees_report.csv,transactions
EMPLOYEE_MASTER.CSV,employees
combined_orders_customers.csv,orders
Transaction_Data.Xlsx,transactions
financial_report.xlsx,transactions
customers.xlsx,customers
employees_orders_report.csv,employees
ORDER_DETAILS.XLSX,orders
Invoice_Data.Parquet,orders
products_20240115.csv,products
payment_log.dat,transactions
transactions_orders.xlsx,orders
products_2024_01.tsv,products
payment_transactions.txt,transactions
iTeM_MastEr.ParquET,products
data.xlsx,products
sAleS_OrdErS.tsv,orders
Stock_Data.Csv,products
transactions_with_orders.csv,orders
ORDERS.PARQUET,orders
Data.Dat,customers
Hr_DATA.Xlsx,employees
CataloG_2024.xLSX,products
payroll_data.xlsx,employees
Product_Data.Csv,products
tranSACtion_dAtA.xlSx,transactions
stock_data.tsv,products
master_file.csv,customers
PROduCt_LIsT.txt,products
Prod_Member_List.Tsv,customers
Employees_Q1_2024.Txt,employees
products_with_customers.csv,customers
Raw_CLiEnt_dATaBASe.csV,customers
employee_master.tsv,employees
transaction_data.parquet,transactions
Hr_Export.Dat,employees
transactions_with_products.xlsx,products
orders.csv,orders
products_with_transactions.xlsx,transactions
Sales_Orders.Tsv,orders
crm_export.xlsx,customers
orders_customers.csv,customers
cuSTomEr_mAStEr.PaRQUeT,customers
Clients.Xlsx,customers
PAYMENT_TRANSACTIONS.XLSX,transactions
combined_transactions_customers.xlsx,transactions
payments.xlsx,transactions
Prod_Payment_History.Tsv,transactions
ProDucT_dAta.TSv,products
payment_log.txt,transactions
prod_staff.xlsx,employees
bILlIng_DAta.csv,transactions
Staging_Sales_Data.Csv,orders
Raw_Workforce.Tsv,employees
orders_with_products.xlsx,products
ORder_ExPORt_V1.TSv,orders
database_dump.csv,customers
sUbscRIber_dAtA.pArquEt,customers
orDeRS.Csv,orders
client_database.tsv,customers
purchase_history.csv,orders
DATA.XLSX,transactions
pROduCt_LiST.TXT,products
stafF_LisT.TxT,employees
raw_client_database.tsv,customers
dAtA.tXt,transactions
PROD_STOCK_DATA.CSV,products
staff.parquet,employees
ORDER_DATA.TSV,orders
crm_export.tsv,customers
combined_transactions_employees.xlsx,transactions
prOdUCtS_2023.cSV,products
STOCK_DATA.TSV,products
Transactions.Xlsx,transactions
Customer_List_V2.Csv,customers
Payment_Transactions.Xlsx,transactions
ROSTER.CSV,employees
SALES_dAta.TsV,orders
data.txt,orders
orDeR_hIStOrY.xlsX,orders
payment_data.csv,transactions
product_master.parquet,products
Subscriber_Data.Csv,customers
contact_list.tsv,customers
RAW_ITEMS.CSV,products
order_details.csv,orders
combined_customers_employees.xlsx,customers
roster.txt,employees
Prod_Catalog.Tsv,products
Export_2024.Dat,orders
EmPLOYeES.paRQuET,employees
inventory.csv,products
Staging_Customers.Txt,customers
Data.Csv,transactions
combined_transactions_customers.xlsx,transactions
customers_employees.xlsx,employees
EMPLOYEE_MASTER.TXT,employees
STAGING_CONTACT_LIST.PARQUET,customers
EMPLOYEE_DATA.CSV,employees
Products_2023.Txt,products
product_data.txt,products
Raw_PaymEnTS.XlSx,transactions
Payment_History.Xlsx,transactions
bookings.tsv,orders
merchandise.tsv,products
sales_report.xlsx,orders
REPORt.DaT,orders
combined_products_customers.csv,products
order_data.xlsx,orders
EmPLOyeeS_2024.tsV,employees
dEV_SaLEs.XLsX,orders
CATALOG.TSV,products
Payment_Transactions.Txt,transactions
Staff_List.Xlsx,employees
ProDUCtS_q1_2024.PARqUet,products
master_file.csv,customers
rAW_stAfF.parquet,employees
transaction_data.parquet,transactions
transaction_log.txt,transactions
sales_orders.txt,orders
TEAM_ROSTER.PARQUET,employees
prod_purchase_history.parquet,orders
products_transactions.csv,transactions
hr_export.txt,employees
Staff.Tsv,employees
report.xlsx,customers
Invoice_Data.Csv,orders
BOOKINGS.TSV,orders
Merchandise.Xlsx,products
transaction_log.xlsx,transactions
REPORT.TXT,customers
transactions_report.csv,orders
wORkForce.Csv,employees
products.tsv,products
rEport.Dat,customers
payment_transactions.parquet,transactions
data.csv,products
orders_with_products.xlsx,products
ProD_StaFF.tSv,employees
Staging_Client_Database.Parquet,customers
customer_export.txt,customers
customers_transactions.xlsx,transactions
EMPLOYEE_ROSTER.PARQUET,employees
Purchase_History.Xlsx,orders
RAW_INVENTORY.TSV,products
accounts.xlsx,customers
transaction_log.txt,transactions
FinANCIaL_report.TXT,transactions
SKU_LIST.XLSX,products
PRODUCT_CATALOG.PARQUET,products
hr_export.txt,employees
data.dat,customers
sales_data.xlsx,orders
Order_History.Csv,orders
SALES_ORDERS.TSV,orders
rePort.dAt,customers
inventory.xlsx,products
products_with_employees.xlsx,employees
tRANsACTIOnS_2024_01.PArQUET,transactions
payment_log.xlsx,transactions
PRODucTs.cSV,products
RAW_CUSTOMERS.TXT,customers
PROD_PURCHASE_HISTORY.TSV,orders
customers_with_employees.csv,employees
PRoducT_lISt.xlsx,products
CUSTOMER_DATA.TXT,customers
customer_export.txt,customers
Order_Export_V2.Xlsx,orders
pErSoNnEL.XlSX,employees
product_master.csv,products
dev_purchase_history.xlsx,orders
Master_File.Csv,customers
Financial_Transactions.Csv,transactions
billing_data.tsv,transactions
customers.parquet,customers
sku_list.parquet,products
PAYMENT_DATA.TSV,transactions
employees.xlsx,employees
rOstER.TXt,employees
combined_products_employees.xlsx,products
ROSTER.TXT,employees
staging_payment_data.tsv,transactions
raw_hr_data.tsv,employees
CUSTOMER_DATA.PARQUET,customers
Products.Xlsx,products
payment_data.tsv,transactions
DEV_BILLING_DATA.TSV,transactions
employees.parquet,employees
EMPLOYEES.CSV,employees
PURCHASES.CSV,orders
WOrKfoRCe.Tsv,employees
employee_data.tsv,employees
financial_transactions.parquet,transactions
payment_log.dat,transactions
employees.xlsx,employees
TransaCtiOnS_2024.TXt,transactions
order_data.csv,orders
fINaNciAl_TranSACTIons.xlSX,transactions
Crm_Export.Xlsx,customers
catalog_jan.csv,products
customers_orders.csv,orders
PROD_tEAM_rOSTER.CSv,employees
cUsTOMERS_20240115.XLSX,customers
ORDERS.CSV,orders
bookings.xlsx,orders
PAYMENT_TRANSACTIONS.XLSX,transactions
Personnel.Xlsx,employees
Data.Xlsx,transactions
Hr_Export.Xlsx,employees
catalog.tsv,products
employees_2023.txt,employees
contact_list.xlsx,customers
RePORt.DaT,customers
transactions.csv,transactions
products_with_orders.csv,orders
TRanSaCTIOn_lOg.xlSx,transactions
maStEr.xlsX,products
BOOKINGS.CSV,orders
Items.Xlsx,products
employee_data.parquet,employees
Transactions.Parquet,transactions
Products.Parquet,products
customer_master.tsv,customers
ORDerS_2024.CSv,orders
subscriber_data.tsv,customers
Orders.Txt,orders
master_file.dat,customers
transactions.parquet,transactions
ORDER_EXPORT_FINAL.TXT,orders
staff_list.csv,employees
Employees_Jan_2024.Xlsx,employees
Employees.Tsv,employees
master.xlsx,products
transactions_orders_report.csv,transactions
products_orders_report.csv,products
export_jan.dat,orders
stock_DATa.tSV,products
STAFF.PARQUET,employees
workforce.tsv,employees
order_export_v2.parquet,orders
EMPLOYEES_2024_01.TXT,employees
bookings.xlsx,orders
MASTER_FILE.DAT,customers
tRAnSACTIoNS_Q1_2024.Tsv,transactions
Sales_Orders.Xlsx,orders
accounts.tsv,customers
employee_roster.parquet,employees
Customer_Export.Txt,customers
Raw_Hr_Data.Xlsx,employees
TRANSACTION_LOG.PARQUET,transactions
PROD_PURCHASES.CSV,orders
USER_DATA.CSV,customers
RAW_PURCHASE_HISTORY.XLSX,orders
customer_list_final.tsv,customers
Staging_Financial_Transactions.Csv,transactions
transactions_orders_report.xlsx,transactions
Products_Jan_2024.Tsv,products
MEMBER_LIST.CSV,customers
EMPLOYEES_2023.XLSX,employees
Data.Txt,orders
product_master.txt,products
PuRcHases.CsV,orders
dev_clIEnTs.tSV,customers
orders_with_customers.csv,customers
MASTER.CSV,products
Financial_Report.Xlsx,transactions
iTeMS.cSv,products
CAtalOg_20240115.XlSx,products
CUSTOMER_EXPORT.TXT,customers
Payroll_Data.Csv,employees
daTa.Dat,transactions
Roster.Txt,employees
sku_list.parquet,products
billing_data.parquet,transactions
MASTER_FILE.TXT,customers
transactions_report.parquet,orders
employee_roster.parquet,employees
payment_transactions.csv,transactions
Orders.Txt,orders
products_employees.xlsx,employees
