file_name,table
export.txt,time_dim
Territories.Csv,geography_dim
Imp__Geo_Lkp.{Ext}.Txt,geography_dim
StAgINg_timE.tXT,time_dim
fact_with_geography_dim.csv,geography_dim
dataset.xlsx,product_dim
StaGINg_MeRchaNdiSE.Csv,product_dim
RECORDS.TXT,time_dim
time_dim_with_product_dim.xlsx,product_dim
calendar_dim.txt,time_dim
TIMELINE.PARQUET,time_dim
dEv_BRaNd_Dim.parQUet,product_dim
STAGING_FACT.PARQUET,fact
fiscal_calendar.csv,time_dim
schedule.tsv,time_dim
staging_geography.txt,geography_dim
fact_master.txt,fact
time_export.parquet,time_dim
REFERENCE.CSV,geography_dim
imPfActtBL.{EXt}.Txt,fact
rpT_-tiME_Ref.{ExT}.XLsx,time_dim
FacT_meTRIcS.csV,fact
MERCHANDISE.PARQUET,product_dim
loCATIOn_MasTer.Tsv,geography_dim
Staging_Fact.Parquet,fact
Tm_Dim.{Ext}_Export.Csv,time_dim
lOcAtiOnS.parqUEt,geography_dim
f_table.{ext}.dat,fact
FACT.CSV,fact
staging_geography.parquet,geography_dim
DEV_CALENDAR.XLSX,time_dim
fACt_METriCS.PARQueT,fact
time_master.csv,time_dim
sku_dAtA.Csv,product_dim
Geo_Dim.Parquet,geography_dim
GeoGRApHy_DIMeNSION.tsv,geography_dim
staging_assortment.xlsx,product_dim
schedule.parquet,time_dim
TimeRef.{Ext}.Txt,time_dim
TBL__FACTTBL.{EXT}.XLSX,fact
export_q1.txt,product_dim
raw_analysis_facts.parquet,fact
REGIONAL_DIM.XLSX,geography_dim
FAct_SNAPshOt_20240115.Csv,fact
tmdim.{ext}.csv,time_dim
time_dim_with_product_dim.xlsx,product_dim
iTEMS.paRQUEt,product_dim
Sales_Export.Parquet,fact
staginG_faCT.Xlsx,fact
ProduCt_DIm.tSV,product_dim
StaGiNG_TImE.csV,time_dim
combined_geography_dim_time_dim.xlsx,geography_dim
geography_snapshot.parquet,geography_dim
UPLOAD.DAT,product_dim
facttbl.{ext}.dat,fact
PrOd_aReA_maPpINg.csv,geography_dim
PrD_dIM.{exT}.dat,product_dim
business_metrics.parquet,fact
PRD_MSTR.{EXT}.TXT,product_dim
geo_lookup.tsv,geography_dim
time_dim_with_fact.csv,fact
time_dim.txt,time_dim
Mapping.Dat,geography_dim
fact_with_geography_dim.xlsx,geography_dim
PRODUCT_EXPORT.XLSX,product_dim
OUtput_FiLe.TXT,fact
time_dim_fact_report.xlsx,time_dim
output.xlsx,time_dim
Prd_Cat.{Ext}_Backup.Csv,product_dim
Raw_Performance_Metrics.Parquet,fact
eXpgeOlKP.{EXT}BaCkuP.cSv,geography_dim
Calendar_Dim.Parquet,time_dim
rEF_DATa.tXT,product_dim
prd_ref.{ext}.dat,product_dim
GEOG.{EXT}.CSV,geography_dim
iTEMs.TSV,product_dim
tm.{ext}.csv,time_dim
combined_product_dim_fact.xlsx,product_dim
TEmpORAL_diM.TSV,time_dim
LOOKUP.DAT,geography_dim
time_dim_geography_dim.xlsx,geography_dim
raw_time_lookup.csv,time_dim
geo_ref.{ext}.csv,geography_dim
product_list.xlsx,product_dim
time_dimension.txt,time_dim
geo_dim.xlsx,geography_dim
Geog.{Ext}_Backup.Txt,geography_dim
geo_lookup.tsv,geography_dim
Raw_Date_Mapping.Tsv,time_dim
dataset.xlsx,time_dim
geography_dim.csv,geography_dim
Time_Master.Txt,time_dim
geography_q1_2024.xlsx,geography_dim
staging_time.tsv,time_dim
facT_SnAPSHOt_q1_2024.CSv,fact
RAW_TRANSACTION_DATA.CSV,fact
FAct.tsV,fact
staging_time.csv,time_dim
Imp_Prd_Ref.{Ext}.Dat,product_dim
dates.parquet,time_dim
imp__dt_dim.{ext}.xlsx,time_dim
fAct_tBL.{Ext}.cSV,fact
TIME_MASTER.TXT,time_dim
FCT_EXP.{EXT}_REPORT.TXT,fact
Product_Snapshot.Parquet,product_dim
tbl_gd.{ext}_export.csv,geography_dim
Product_Q1_2024.Csv,product_dim
Prod_Dim.Tsv,product_dim
Geography_2024_01.Tsv,geography_dim
Transaction_Data.Csv,fact
export_jan.xlsx,product_dim
geography_master.csv,geography_dim
dim_dump.xlsx,geography_dim
Staging_Analysis_Facts.Tsv,fact
PRODUCT_LOOKUP.TXT,product_dim
time_dim.{ext}_v1.csv,time_dim
kpi_export.parquet,fact
geography_dim_fact_report.xlsx,geography_dim
geogRApHy_sNapshoT.TXT,geography_dim
product_export.csv,product_dim
catAlOG.Tsv,product_dim
Prd.{Ext}_Report.Dat,product_dim
TM_SNP.{EXT}.XLSX,time_dim
DATE_DiM.CSv,time_dim
geography_master.xlsx,geography_dim
TIME_LOOKUP.XLSX,time_dim
FACt_JAN_2024.Csv,fact
GEoGraPHy_DIM.tsv,geography_dim
time_dim_fact.xlsx,fact
Details.Xlsx,product_dim
tm_mSTR.{eXT}_BackUP.CsV,time_dim
report.dat,product_dim
Records.Csv,time_dim
combined_fact_time_dim.xlsx,fact
export_jan.xlsx,product_dim
TblGeoSnp.{Ext}Data.Txt,geography_dim
sfct.{ext}.dat,fact
fact_latest.txt,fact
Product_Hierarchy.Parquet,product_dim
tbl_-cal_dim.{ext}.dat,time_dim
product_dim_time_dim_report.csv,product_dim
impfctexp.{ext}.xlsx,fact
GEotBL.{exT}.TXt,geography_dim
fact_time_dim.csv,time_dim
product_dim_geography_dim.xlsx,geography_dim
DIm_duMP.TXt,geography_dim
details.xlsx,fact
staging_state_region.xlsx,geography_dim
revenue_data.tsv,fact
FCT.{EXT}.CSV,fact
REVENUE_DATA.TSV,fact
geography_dim_fact.xlsx,fact
GeoGraPHY_MaStEr.XLSx,geography_dim
product_dim_with_geography_dim.xlsx,geography_dim
temporal_data.tsv,time_dim
geography_snapshot.tsv,geography_dim
Fiscal_Calendar.Parquet,time_dim
Geo_Dim.Xlsx,geography_dim
itEM_Dim.CsV,product_dim
SCHEDULE.TSV,time_dim
Staging_Product.Xlsx,product_dim
ITEM_dIM.txT,product_dim
temporal_dim.tsv,time_dim
daTa.txT,time_dim
FACT.PARQUET,fact
TBL_-GEO_LKP.{EXT}.DAT,geography_dim
combined_time_dim_fact.xlsx,time_dim
product_catalog.parquet,product_dim
combined_product_dim_fact.xlsx,product_dim
geography_dim_fact.xlsx,fact
Geography_Snapshot.Xlsx,geography_dim
periods.tsv,time_dim
prod_dim.tsv,product_dim
PROD_DIM.TXT,product_dim
DETAILS.XLSX,product_dim
Geography_Export.Csv,geography_dim
product_export.txt,product_dim
SaleS_exPort.TSv,fact
dev_aREA_MAPpING.Csv,geography_dim
list.csv,time_dim
Timeline.Csv,time_dim
GeO.{exT}.xlSX,geography_dim
Time_Dim.Csv,time_dim
Staging_Item_Data.Parquet,product_dim
report.dat,product_dim
fiscal_calendar.tsv,time_dim
FACt.CsV,fact
financials.xlsx,fact
sales_export.parquet,fact
fact_product_dim_report.csv,fact
RECORDS.CSV,fact
ftaBlE.{EXT}BaCKUp.cSv,fact
output_file.txt,fact
combined_geography_dim_time_dim.csv,geography_dim
product_list.xlsx,product_dim
fact_geography_dim.xlsx,geography_dim
Data.Dat,product_dim
LoCATIoN_MasTer.xlsX,geography_dim
dataset.csv,fact
SKU_MASTER.PARQUET,product_dim
sales_data.csv,fact
fact_dump.parquet,fact
pd.{ext}_data.xlsx,product_dim
REF_DATA.XLSX,product_dim
GEO_DATA.XLSX,geography_dim
tBL__prd_reF.{ExT}.xlsx,product_dim
staging_time.parquet,time_dim
product_dim_with_geography_dim.csv,geography_dim
items.tsv,product_dim
imp_-geo_lkp.{ext}.dat,geography_dim
DT_DIM.{EXT}_FINAL.XLSX,time_dim
Temporal_Data.Csv,time_dim
time_dimension.tsv,time_dim
reference.xlsx,geography_dim
fact_time_dim_report.csv,fact
time_snapshot.txt,time_dim
fact_time_dim.xlsx,time_dim
Staging_Geography.Txt,geography_dim
periods.parquet,time_dim
dev_product_hierarchy.csv,product_dim
Time_Dim.{Ext}_Data.Txt,time_dim
imp_g_data.{ext}.csv,geography_dim
combined_fact_time_dim.csv,fact
staging_product.tsv,product_dim
state_region.xlsx,geography_dim
dev_financials.parquet,fact
export_jan.dat,fact
Product_Master.Tsv,product_dim
lIsT.Txt,time_dim
prd_snp.{ext}.txt,product_dim
TIME_DIMENSION.TSV,time_dim
GEOEXP.{EXT}.DAT,geography_dim
Reference.Csv,geography_dim
time_dimension.txt,time_dim
product_lookup.tsv,product_dim
OutPUT_filE.txt,fact
time_lookup.parquet,time_dim
faCT_dUMP.tXt,fact
Prd_Tbl.{Ext}_Report.Csv,product_dim
Report.Txt,fact
staging_timeline.parquet,time_dim
pRoDUCT_EXPOrt.xLSX,product_dim
time_dim_fact.csv,fact
PROD_SCHEDULE.TSV,time_dim
Item_Data.Csv,product_dim
fact_product_dim_report.xlsx,fact
FACT_DUMP.PARQUET,fact
TIME_DIM.XLSX,time_dim
TM_dIm.{ExT}.xlSX,time_dim
PRODUCT_MASTER.TSV,product_dim
sku_data.csv,product_dim
IMP_-TM_LKP.{EXT}.DAT,time_dim
PRD.{EXT}.CSV,product_dim
report.csv,fact
TEMPORAL_DIM.PARQUET,time_dim
combined_fact_product_dim.xlsx,fact
transaction_data.xlsx,fact
CODES.TXT,geography_dim
KPI_EXPORT.PARQUET,fact
Data.Dat,fact
UPLOAD.XLSX,product_dim
Product_Catalog.Xlsx,product_dim
Raw_FaCt.txT,fact
fctmstr.{ext}.dat,fact
prod_assortment.parquet,product_dim
TRANSACTION_DATA.PARQUET,fact
GEOGRAPHY_JAN_2024.TSV,geography_dim
Fact_mAsTER.TxT,fact
Tm_Lkp.{Ext}_Report.Txt,time_dim
F_TABLE.{EXT}.CSV,fact
product_dim_with_geography_dim.csv,geography_dim
time_dim.tsv,time_dim
iTem_DIM.tSv,product_dim
prd_tbl.{ext}.dat,product_dim
export_jan.dat,fact
SkU_DAta.cSV,product_dim
fact_geography_dim.csv,geography_dim
ITEM_DATA.PARQUET,product_dim
Time_Lookup.Csv,time_dim
Fact.Txt,fact
fCt.{ext}.DAt,fact
Dev_State_Region.Tsv,geography_dim
product_2024.csv,product_dim
fact_product_dim.csv,product_dim
oUtPut_File.TXT,fact
Zones.Tsv,geography_dim
Staging_Locations.Csv,geography_dim
pRoD_STATE_RegioN.TSV,geography_dim
GEO_SNP.{EXT}.DAT,geography_dim
export.dat,time_dim
master_file.dat,product_dim
REGional_DIm.CSV,geography_dim
FACT_TABLE.XLSX,fact
EXP__PDIM.{EXT}.TXT,product_dim
INVENTORY.CSV,product_dim
tiMeLINe.xlSx,time_dim
imp_geo_ref.{ext}_data.csv,geography_dim
dev_schedule.parquet,time_dim
faCT_mETRICS.PArQuEt,fact
imp_-prd_lkp.{ext}.dat,product_dim
state_region.csv,geography_dim
GEOGRAPHY_DIMENSION.CSV,geography_dim
revenue_data.parquet,fact
SALES_FACT.CSV,fact
STAGING_TIME.TXT,time_dim
geography_dim_fact_report.xlsx,geography_dim
fact_with_product_dim.csv,product_dim
MASTER_FILE.CSV,time_dim
AREA_MAPPING.TSV,geography_dim
GeogRAPhy_sNaPShOT.tXT,geography_dim
product_dim_with_time_dim.csv,time_dim
loOKup.TXt,time_dim
TEMPORAL_DATA.XLSX,time_dim
ANAlYSiS_FaCtS.pARquET,fact
locations.parquet,geography_dim
ZONES.XLSX,geography_dim
fact_snapshot_2024_01.parquet,fact
CATaLoG.Tsv,product_dim
Gd.{Ext}_Final.Dat,geography_dim
fact_backup.csv,fact
pdim.{ext}.dat,product_dim
fact_dump.xlsx,fact
sku_master.parquet,product_dim
GeO_Dim.{Ext}.txT,geography_dim
Export.Csv,time_dim
REFERENCE.DAT,geography_dim
tIME_Mapping.PaRqueT,time_dim
time_2024.tsv,time_dim
COUNTRY_DIM.TSV,geography_dim
SALES_DATA.PARQUET,fact
item_data.parquet,product_dim
CodEs.XlSX,geography_dim
fact_export.tsv,fact
dataset.xlsx,time_dim
staging_product.xlsx,product_dim
area_mapping.csv,geography_dim
time_dim_product_dim.xlsx,product_dim
tmdim.{ext}_backup.txt,time_dim
Calendar_Dim.Csv,time_dim
time_lookup.tsv,time_dim
Codes.Txt,geography_dim
td.{ext}.csv,time_dim
Tm_Dim.{exT}.XlSx,time_dim
time_dim_geography_dim_report.csv,time_dim
geography_dim_with_fact.csv,fact
PRODUCT_LIST.XLSX,product_dim
ProdUCT_EXpORT.CsV,product_dim
geoGraphY_dIMENsIoN.xlSx,geography_dim
combined_product_dim_geography_dim.csv,product_dim
prod_timeline.csv,time_dim
DTDIM.{EXT}.CSV,time_dim
GEODIM.{EXT}REPORT.XLSX,geography_dim
AREA_MAPPING.CSV,geography_dim
Revenue_Data.Csv,fact
Facttbl.{Ext}.Dat,fact
DIm_EXPoRt.Csv,geography_dim
combined_fact_geography_dim.csv,fact
Product_Export.Tsv,product_dim
DATA.TXT,fact
PRODUCT_LIST.TXT,product_dim
facttbl.{ext}final.xlsx,fact
brand_dim.tsv,product_dim
sales_fact.txt,fact
GEOGRAPHY_DIMENSION.XLSX,geography_dim
Geo_Lookup.Xlsx,geography_dim
Prod_Dim.Csv,product_dim
staging_time.xlsx,time_dim
rpt_fct.{ext}_backup.txt,fact
ref_data.dat,product_dim
STAGING_FACT.CSV,fact
Dim_Dump.Xlsx,geography_dim
GEO_DIM.CSV,geography_dim
FACT_EXPORT.CSV,fact
raw_fiscal_calendar.tsv,time_dim
tbl_-geo_lkp.{ext}.txt,geography_dim
staGING_ItemS.CSV,product_dim
combined_fact_geography_dim.csv,fact
cAlEndar_DiM.XLSX,time_dim
time_snapshot.tsv,time_dim
pdim.{ext}.csv,product_dim
cOuntRY_dIM.paRqUEt,geography_dim
gEOgraPhY_MAStEr.Csv,geography_dim
time_dim_geography_dim.xlsx,geography_dim
geography_dim_with_time_dim.csv,time_dim
Kpi_Export.Parquet,fact
GEOGRAPHY_EXPORT.TSV,geography_dim
fact_master.csv,fact
geography_export.txt,geography_dim
Geo_Dimension.Tsv,geography_dim
fACt_EXpORT.tSV,fact
geography_dim_product_dim.xlsx,product_dim
fact_with_time_dim.csv,time_dim
Assortment.Parquet,product_dim
data__gdim.{ext}_final.csv,geography_dim
Fct.{Ext}_Export.Csv,fact
imp_geo_mstr.{ext}.xlsx,geography_dim
pdim.{ext}.csv,product_dim
Master_File.Xlsx,time_dim
geo_lkp.{ext}_v1.txt,geography_dim
Fact_Snapshot_2023.Csv,fact
DETAILS.CSV,product_dim
geography_snapshot.csv,geography_dim
combined_fact_time_dim.xlsx,fact
FINANCIALS.CSV,fact
Tmdim.{Ext}_Backup.Csv,time_dim
performance_metrics.parquet,fact
Geography_Master.Xlsx,geography_dim
PROD.{EXT}.DAT,product_dim
catalog.parquet,product_dim
TM_diM.{Ext}.tXt,time_dim
time_lookup.tsv,time_dim
TERRITORIES.CSV,geography_dim
RECORDS.CSV,time_dim
PROD_AREA_MAPPING.XLSX,geography_dim
geography_dim_with_fact.xlsx,fact
reference.txt,time_dim
records.xlsx,fact
Geography_Dimension.Txt,geography_dim
geography_dim.tsv,geography_dim
pRoDUct_MastER.csv,product_dim
rpt_-pd.{ext}.csv,product_dim
LOcaTION_maSTer.XLsX,geography_dim
product_lookup.tsv,product_dim
details.dat,product_dim
fact_with_geography_dim.xlsx,geography_dim
exp__prd.{ext}_data.txt,product_dim
fact_product_dim_report.csv,fact
combined_fact_product_dim.xlsx,fact
Fct_Data.{Ext}.Xlsx,fact
INVENTORY.XLSX,product_dim
Report.Xlsx,fact
geo_dim.txt,geography_dim
staging_time.parquet,time_dim
fact_product_dim_report.xlsx,fact
date_dim.tsv,time_dim
fact_product_dim.csv,product_dim
Fact_Export.Txt,fact
Tbl__Geog.{Ext}_V1.Csv,geography_dim
catalog.parquet,product_dim
raw_transaction_data.xlsx,fact
fctexp.{ext}data.csv,fact
LOOKUP.TXT,time_dim
gEOG.{eXT}.xLsx,geography_dim
TBL__FCT.{EXT}_REPORT.TXT,fact
fact_tbl.{ext}_data.dat,fact
DaTE_Dim.pArQuET,time_dim
proDUCt_hIErARChy.ParQuEt,product_dim
IMP__TM_SNP.{EXT}.DAT,time_dim
STATE_REGION.TSV,geography_dim
item_data.tsv,product_dim
GeoTbl.{Ext}.Dat,geography_dim
product_dim_with_geography_dim.csv,geography_dim
time_dim.csv,time_dim
fact_time_dim.xlsx,time_dim
datageog.{ext}.dat,geography_dim
dates.tsv,time_dim
prod_item_data.xlsx,product_dim
Geo.{Ext}.Csv,geography_dim
ft.{ext}.dat,fact
product_dim_time_dim_report.xlsx,product_dim
Dev_Location_Master.Csv,geography_dim
geO_tbL.{EXT}.daT,geography_dim
raw_item_data.tsv,product_dim
timE_diM.{Ext}.CSv,time_dim
GeO_mSTr.{EXT}.DAt,geography_dim
PRD_SNP.{EXT}_FINAL.DAT,product_dim
LOCATION_MASTER.TSV,geography_dim
RECoRdS.TxT,product_dim
fact_with_geography_dim.csv,geography_dim
sales_fact.tsv,fact
FINANCIALS.CSV,fact
raw_fact.txt,fact
tm_mstr.{ext}.dat,time_dim
prdref.{ext}backup.dat,product_dim
MarKeT_FActS.TSV,fact
fInanciaLs.TsV,fact
staging_assortment.xlsx,product_dim
PRODUCT_JAN_2024.PARQUET,product_dim
REF_DATA.DAT,geography_dim
PrdMstr.{Ext}.Csv,product_dim
Geography_Export.Txt,geography_dim
REPORT.TXT,product_dim
RAW_PRODUCT_HIERARCHY.PARQUET,product_dim
tmdim.{ext}.csv,time_dim
StAGInG_fACt.parQUet,fact
geo_dimension.xlsx,geography_dim
time_lookup.tsv,time_dim
fact_table.parquet,fact
combined_product_dim_fact.xlsx,product_dim
DUMP.TXT,time_dim
geography_master.txt,geography_dim
tbLFCtSNP.{eXT}.DAT,fact
FACT_EXPORT.TXT,fact
temporal_dim.parquet,time_dim
snapshot.csv,fact
raw_kpi_export.parquet,fact
SALES_exPoRT.XlSx,fact
time_jan_2024.xlsx,time_dim
fact_geography_dim.xlsx,geography_dim
Temporal_Dim.Tsv,time_dim
kpi_export.xlsx,fact
staging_fact.tsv,fact
prod_time_lookup.xlsx,time_dim
market_fAcTs.PARqUeT,fact
master_file.dat,time_dim
time_dim_fact_report.xlsx,time_dim
raw_financials.tsv,fact
dt_DiM.{eXt}.TxT,time_dim
faCt_SnAPSHOT_20240115.xlsx,fact
rptgdim.{ext}.txt,geography_dim
Details.Dat,product_dim
dev_revenue_data.tsv,fact
PRODUCT_DIMENSION.XLSX,product_dim
geography_snapshot.tsv,geography_dim
time_dim_fact_report.xlsx,time_dim
EXPORT_2024.DAT,fact
geography_master.tsv,geography_dim
Time_Master.Tsv,time_dim
Fact.Txt,fact
Records.Xlsx,fact
time_dim_with_product_dim.xlsx,product_dim
FACT.XLSX,fact
GEOGRAPHY_JAN_2024.XLSX,geography_dim
IMP_-GEOG.{EXT}.TXT,geography_dim
raw_sales_data.tsv,fact
Report.Txt,fact
master_file.csv,geography_dim
PERFORMANCE_METRICS.CSV,fact
Periods.Csv,time_dim
fact_master.parquet,fact
Details.Txt,fact
fact_dump.parquet,fact
dump.csv,time_dim
time_dim_fact.csv,fact
STAGing_tiME.XlSx,time_dim
tbl_-g_data.{ext}_backup.dat,geography_dim
Timeline.Csv,time_dim
product_dim_geography_dim_report.xlsx,product_dim
mapping.txt,geography_dim
terRITories.paRqueT,geography_dim
